# 1 Minute Academy topics catalog
# Generated: 2026-01-01T00:00:01.000Z
# Site: http://localhost:5173
# Format: TSV
id	title	description	url	subject	subcategory	is_free	updatedAt
history--world-wars--t-pearl-harbor-day-of-infamy	Pearl Harbor: Day of Infamy	A quick, practical guide to Pearl Harbor: Day of Infamy.	http://localhost:5173/topic/history--world-wars--t-pearl-harbor-day-of-infamy	History	The World Wars	free	2026-01-01T00:00:01.000Z
history--world-wars--t-stalingrad-the-turning-point	Stalingrad: The Turning Point	Learn Stalingrad: The Turning Point in one minute.	http://localhost:5173/topic/history--world-wars--t-stalingrad-the-turning-point	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-alliance-system	The Alliance System	A quick, practical guide to The Alliance System.	http://localhost:5173/topic/history--world-wars--t-the-alliance-system	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-arms-race-before-1914	The Arms Race Before 1914	A 60-second lesson on The Arms Race Before 1914.	http://localhost:5173/topic/history--world-wars--t-the-arms-race-before-1914	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-assassination-at-sarajevo	The Assassination at Sarajevo	A fast breakdown of The Assassination at Sarajevo for builders.	http://localhost:5173/topic/history--world-wars--t-the-assassination-at-sarajevo	History	The World Wars	free	2026-01-01T00:00:01.000Z
history--world-wars--t-the-battle-of-britain	The Battle of Britain	A fast breakdown of The Battle of Britain for builders.	http://localhost:5173/topic/history--world-wars--t-the-battle-of-britain	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-battle-of-the-somme	The Battle of the Somme	One-minute skill: The Battle of the Somme.	http://localhost:5173/topic/history--world-wars--t-the-battle-of-the-somme	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-berlin-airlift	The Berlin Airlift	A tiny lesson with a big payoff: The Berlin Airlift.	http://localhost:5173/topic/history--world-wars--t-the-berlin-airlift	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-comfort-women-tragedy	The Comfort Women Tragedy	A fast breakdown of The Comfort Women Tragedy for builders.	http://localhost:5173/topic/history--world-wars--t-the-comfort-women-tragedy	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-great-depression-goes-global	The Great Depression Goes Global	A short lesson to help you apply The Great Depression Goes Global.	http://localhost:5173/topic/history--world-wars--t-the-great-depression-goes-global	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-holocaust	The Holocaust	Learn The Holocaust in one minute.	http://localhost:5173/topic/history--world-wars--t-the-holocaust	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-iron-curtain-falls	The Iron Curtain Falls	A tiny lesson with a big payoff: The Iron Curtain Falls.	http://localhost:5173/topic/history--world-wars--t-the-iron-curtain-falls	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-lusitania-and-america-s-entry	The Lusitania and America's Entry	Learn The Lusitania and America's Entry in one minute.	http://localhost:5173/topic/history--world-wars--t-the-lusitania-and-america-s-entry	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-marshall-plan-rebuilds-europe	The Marshall Plan Rebuilds Europe	A fast breakdown of The Marshall Plan Rebuilds Europe for builders.	http://localhost:5173/topic/history--world-wars--t-the-marshall-plan-rebuilds-europe	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-nuremberg-trials	The Nuremberg Trials	A short lesson to help you apply The Nuremberg Trials.	http://localhost:5173/topic/history--world-wars--t-the-nuremberg-trials	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-rise-of-hitler	The Rise of Hitler	Learn The Rise of Hitler in one minute.	http://localhost:5173/topic/history--world-wars--t-the-rise-of-hitler	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-spanish-civil-war-rehearsal	The Spanish Civil War Rehearsal	A short lesson to help you apply The Spanish Civil War Rehearsal.	http://localhost:5173/topic/history--world-wars--t-the-spanish-civil-war-rehearsal	History	The World Wars	pro	2026-01-01T00:00:01.000Z
history--world-wars--t-the-treaty-of-versailles	The Treaty of Versailles	A fast breakdown of The Treaty of Versailles for builders.	http://localhost:5173/topic/history--world-wars--t-the-treaty-of-versailles	History	The World Wars	free	2026-01-01T00:00:01.000Z
history--world-wars--t-the-united-nations-is-born	The United Nations Is Born	A micro-lesson that makes The United Nations Is Born usable.	http://localhost:5173/topic/history--world-wars--t-the-united-nations-is-born	History	The World Wars	free	2026-01-01T00:00:01.000Z
history--world-wars--t-trench-warfare-a-living-hell	Trench Warfare: A Living Hell	A short lesson to help you apply Trench Warfare: A Living Hell.	http://localhost:5173/topic/history--world-wars--t-trench-warfare-a-living-hell	History	The World Wars	free	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-angkor-wat-s-hydraulic-city	Angkor Wat's Hydraulic City	One-minute skill: Angkor Wat's Hydraulic City.	http://localhost:5173/topic/home-diy--famous-buildings--t-angkor-wat-s-hydraulic-city	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-apple-park-s-obsessive-details	Apple Park's Obsessive Details	A quick, practical guide to Apple Park's Obsessive Details.	http://localhost:5173/topic/home-diy--famous-buildings--t-apple-park-s-obsessive-details	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-bosco-verticale-a-forest-on-a-tower	Bosco Verticale: A Forest on a Tower	A quick, practical guide to Bosco Verticale: A Forest on a Tower.	http://localhost:5173/topic/home-diy--famous-buildings--t-bosco-verticale-a-forest-on-a-tower	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-burj-khalifa-s-desert-engineering	Burj Khalifa's Desert Engineering	A 1-minute de-risking session on Burj Khalifa's Desert Engineering.	http://localhost:5173/topic/home-diy--famous-buildings--t-burj-khalifa-s-desert-engineering	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-hagia-sophia-s-identity-crisis	Hagia Sophia's Identity Crisis	A 1-minute de-risking session on Hagia Sophia's Identity Crisis.	http://localhost:5173/topic/home-diy--famous-buildings--t-hagia-sophia-s-identity-crisis	Home & DIY	Famous Buildings & Structures	free	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-machu-picchu-s-earthquake-engineering	Machu Picchu's Earthquake Engineering	A quick win: understand Machu Picchu's Earthquake Engineering.	http://localhost:5173/topic/home-diy--famous-buildings--t-machu-picchu-s-earthquake-engineering	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-neuschwanstein-the-fantasy-castle	Neuschwanstein: The Fantasy Castle	A quick win: understand Neuschwanstein: The Fantasy Castle.	http://localhost:5173/topic/home-diy--famous-buildings--t-neuschwanstein-the-fantasy-castle	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-notre-dame-s-stone-bible	Notre-Dame's Stone Bible	A quick win: understand Notre-Dame's Stone Bible.	http://localhost:5173/topic/home-diy--famous-buildings--t-notre-dame-s-stone-bible	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-petra-carved-from-living-rock	Petra Carved from Living Rock	A tiny lesson with a big payoff: Petra Carved from Living Rock.	http://localhost:5173/topic/home-diy--famous-buildings--t-petra-carved-from-living-rock	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-sagrada-fam-lia-s-never-ending-build	Sagrada Família's Never-Ending Build	A quick win: understand Sagrada Família's Never-Ending Build.	http://localhost:5173/topic/home-diy--famous-buildings--t-sagrada-fam-lia-s-never-ending-build	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-sydney-opera-house-s-impossible-roof	Sydney Opera House's Impossible Roof	A quick, practical guide to Sydney Opera House's Impossible Roof.	http://localhost:5173/topic/home-diy--famous-buildings--t-sydney-opera-house-s-impossible-roof	Home & DIY	Famous Buildings & Structures	free	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-taipei-101-s-giant-pendulum	Taipei 101's Giant Pendulum	A 1-minute de-risking session on Taipei 101's Giant Pendulum.	http://localhost:5173/topic/home-diy--famous-buildings--t-taipei-101-s-giant-pendulum	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-alhambra-s-water-paradise	The Alhambra's Water Paradise	A short lesson to help you apply The Alhambra's Water Paradise.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-alhambra-s-water-paradise	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-blue-mosque-s-light-show	The Blue Mosque's Light Show	A micro-lesson that makes The Blue Mosque's Light Show usable.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-blue-mosque-s-light-show	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-channel-tunnel-under-the-sea	The Channel Tunnel Under the Sea	One-minute skill: The Channel Tunnel Under the Sea.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-channel-tunnel-under-the-sea	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-colosseum-s-crowd-control-genius	The Colosseum's Crowd Control Genius	A micro-lesson that makes The Colosseum's Crowd Control Genius usable.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-colosseum-s-crowd-control-genius	Home & DIY	Famous Buildings & Structures	free	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-empire-state-building-s-speed-record	The Empire State Building's Speed Record	A quick win: understand The Empire State Building's Speed Record.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-empire-state-building-s-speed-record	Home & DIY	Famous Buildings & Structures	free	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-forbidden-city-s-9-999-rooms	The Forbidden City's 9,999 Rooms	A quick, practical guide to The Forbidden City's 9,999 Rooms.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-forbidden-city-s-9-999-rooms	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-forbidden-city-s-nailless-joinery	The Forbidden City's Nailless Joinery	A micro-lesson that makes The Forbidden City's Nailless Joinery usable.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-forbidden-city-s-nailless-joinery	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-golden-gate-bridge-s-fog-problem	The Golden Gate Bridge's Fog Problem	A micro-lesson that makes The Golden Gate Bridge's Fog Problem usable.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-golden-gate-bridge-s-fog-problem	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-great-wall-s-real-purpose	The Great Wall's Real Purpose	A short lesson to help you apply The Great Wall's Real Purpose.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-great-wall-s-real-purpose	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-guggenheim-bilbao-effect	The Guggenheim Bilbao Effect	A quick, practical guide to The Guggenheim Bilbao Effect.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-guggenheim-bilbao-effect	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-hoover-dam-s-concrete-challenge	The Hoover Dam's Concrete Challenge	A 1-minute de-risking session on The Hoover Dam's Concrete Challenge.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-hoover-dam-s-concrete-challenge	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-international-space-station-as-architecture	The International Space Station as Architecture	Learn The International Space Station as Architecture in one minute.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-international-space-station-as-architecture	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-leaning-tower-of-pisa-s-rescue	The Leaning Tower of Pisa's Rescue	A 1-minute de-risking session on The Leaning Tower of Pisa's Rescue.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-leaning-tower-of-pisa-s-rescue	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-panama-canal-s-deadly-construction	The Panama Canal's Deadly Construction	A 60-second lesson on The Panama Canal's Deadly Construction.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-panama-canal-s-deadly-construction	Home & DIY	Famous Buildings & Structures	free	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-petronas-towers-sky-bridge	The Petronas Towers' Sky Bridge	A tiny lesson with a big payoff: The Petronas Towers' Sky Bridge.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-petronas-towers-sky-bridge	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-shard-s-vertical-city-concept	The Shard's Vertical City Concept	A 1-minute de-risking session on The Shard's Vertical City Concept.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-shard-s-vertical-city-concept	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-the-taj-mahal-s-perfect-symmetry	The Taj Mahal's Perfect Symmetry	A 1-minute de-risking session on The Taj Mahal's Perfect Symmetry.	http://localhost:5173/topic/home-diy--famous-buildings--t-the-taj-mahal-s-perfect-symmetry	Home & DIY	Famous Buildings & Structures	pro	2026-01-01T00:00:01.000Z
home-diy--famous-buildings--t-versailles-architecture-as-politics	Versailles: Architecture as Politics	Learn Versailles: Architecture as Politics in one minute.	http://localhost:5173/topic/home-diy--famous-buildings--t-versailles-architecture-as-politics	Home & DIY	Famous Buildings & Structures	free	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-3d-printed-houses-are-here	3D-Printed Houses Are Here	A quick win: understand 3D-Printed Houses Are Here.	http://localhost:5173/topic/home-diy--history-of-architecture--t-3d-printed-houses-are-here	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-bauhaus-changed-everything	Bauhaus Changed Everything	One-minute skill: Bauhaus Changed Everything.	http://localhost:5173/topic/home-diy--history-of-architecture--t-bauhaus-changed-everything	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-biophilic-design-brings-nature-indoors	Biophilic Design Brings Nature Indoors	A quick, practical guide to Biophilic Design Brings Nature Indoors.	http://localhost:5173/topic/home-diy--history-of-architecture--t-biophilic-design-brings-nature-indoors	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-brunelleschi-s-impossible-dome	Brunelleschi's Impossible Dome	A quick win: understand Brunelleschi's Impossible Dome.	http://localhost:5173/topic/home-diy--history-of-architecture--t-brunelleschi-s-impossible-dome	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-castles-were-status-symbols	Castles Were Status Symbols	One-minute skill: Castles Were Status Symbols.	http://localhost:5173/topic/home-diy--history-of-architecture--t-castles-were-status-symbols	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-frank-lloyd-wright-s-falling-water	Frank Lloyd Wright's Falling Water	A short lesson to help you apply Frank Lloyd Wright's Falling Water.	http://localhost:5173/topic/home-diy--history-of-architecture--t-frank-lloyd-wright-s-falling-water	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-greek-column-orders-explained	Greek Column Orders Explained	Learn Greek Column Orders Explained in one minute.	http://localhost:5173/topic/home-diy--history-of-architecture--t-greek-column-orders-explained	Home & DIY	History of Architecture	free	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-green-buildings-save-energy	Green Buildings Save Energy	Learn Green Buildings Save Energy in one minute.	http://localhost:5173/topic/home-diy--history-of-architecture--t-green-buildings-save-energy	Home & DIY	History of Architecture	free	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-how-gothic-cathedrals-touched-the-sky	How Gothic Cathedrals Touched the Sky	One-minute skill: How Gothic Cathedrals Touched the Sky.	http://localhost:5173/topic/home-diy--history-of-architecture--t-how-gothic-cathedrals-touched-the-sky	Home & DIY	History of Architecture	free	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-iron-changes-architecture-forever	Iron Changes Architecture Forever	A quick win: understand Iron Changes Architecture Forever.	http://localhost:5173/topic/home-diy--history-of-architecture--t-iron-changes-architecture-forever	Home & DIY	History of Architecture	free	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-le-corbusier-s-five-points	Le Corbusier's Five Points	A quick, practical guide to Le Corbusier's Five Points.	http://localhost:5173/topic/home-diy--history-of-architecture--t-le-corbusier-s-five-points	Home & DIY	History of Architecture	free	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-mud-bricks-changed-everything	Mud Bricks Changed Everything	One-minute skill: Mud Bricks Changed Everything.	http://localhost:5173/topic/home-diy--history-of-architecture--t-mud-bricks-changed-everything	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-palladio-s-four-books-of-architecture	Palladio's Four Books of Architecture	A fast breakdown of Palladio's Four Books of Architecture for builders.	http://localhost:5173/topic/home-diy--history-of-architecture--t-palladio-s-four-books-of-architecture	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-roman-aqueducts-and-urban-life	Roman Aqueducts and Urban Life	A quick, practical guide to Roman Aqueducts and Urban Life.	http://localhost:5173/topic/home-diy--history-of-architecture--t-roman-aqueducts-and-urban-life	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-stonehenge-s-transport-mystery	Stonehenge's Transport Mystery	A tiny lesson with a big payoff: Stonehenge's Transport Mystery.	http://localhost:5173/topic/home-diy--history-of-architecture--t-stonehenge-s-transport-mystery	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-the-birth-of-the-skyscraper	The Birth of the Skyscraper	A short lesson to help you apply The Birth of the Skyscraper.	http://localhost:5173/topic/home-diy--history-of-architecture--t-the-birth-of-the-skyscraper	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-the-crystal-palace-sensation	The Crystal Palace Sensation	Learn The Crystal Palace Sensation in one minute.	http://localhost:5173/topic/home-diy--history-of-architecture--t-the-crystal-palace-sensation	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-the-eiffel-tower-was-hated	The Eiffel Tower Was Hated	Learn The Eiffel Tower Was Hated in one minute.	http://localhost:5173/topic/home-diy--history-of-architecture--t-the-eiffel-tower-was-hated	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-the-glass-house-controversy	The Glass House Controversy	Learn The Glass House Controversy in one minute.	http://localhost:5173/topic/home-diy--history-of-architecture--t-the-glass-house-controversy	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-the-great-pyramid-s-engineering-secret	The Great Pyramid's Engineering Secret	A 60-second lesson on The Great Pyramid's Engineering Secret.	http://localhost:5173/topic/home-diy--history-of-architecture--t-the-great-pyramid-s-engineering-secret	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-the-invention-of-the-arch	The Invention of the Arch	A micro-lesson that makes The Invention of the Arch usable.	http://localhost:5173/topic/home-diy--history-of-architecture--t-the-invention-of-the-arch	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-the-pantheon-s-perfect-dome	The Pantheon's Perfect Dome	A 60-second lesson on The Pantheon's Perfect Dome.	http://localhost:5173/topic/home-diy--history-of-architecture--t-the-pantheon-s-perfect-dome	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-the-roman-concrete-revolution	The Roman Concrete Revolution	A 60-second lesson on The Roman Concrete Revolution.	http://localhost:5173/topic/home-diy--history-of-architecture--t-the-roman-concrete-revolution	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-the-secret-of-half-timbered-houses	The Secret of Half-Timbered Houses	A 60-second lesson on The Secret of Half-Timbered Houses.	http://localhost:5173/topic/home-diy--history-of-architecture--t-the-secret-of-half-timbered-houses	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-tiny-houses-and-the-space-revolt	Tiny Houses and the Space Revolt	A tiny lesson with a big payoff: Tiny Houses and the Space Revolt.	http://localhost:5173/topic/home-diy--history-of-architecture--t-tiny-houses-and-the-space-revolt	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-victorian-houses-and-hidden-plumbing	Victorian Houses and Hidden Plumbing	A quick, practical guide to Victorian Houses and Hidden Plumbing.	http://localhost:5173/topic/home-diy--history-of-architecture--t-victorian-houses-and-hidden-plumbing	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-why-brutalism-divided-opinion	Why Brutalism Divided Opinion	A quick, practical guide to Why Brutalism Divided Opinion.	http://localhost:5173/topic/home-diy--history-of-architecture--t-why-brutalism-divided-opinion	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-why-humans-started-building	Why Humans Started Building	Learn Why Humans Started Building in one minute.	http://localhost:5173/topic/home-diy--history-of-architecture--t-why-humans-started-building	Home & DIY	History of Architecture	free	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-why-roman-roads-lasted-millennia	Why Roman Roads Lasted Millennia	A fast breakdown of Why Roman Roads Lasted Millennia for builders.	http://localhost:5173/topic/home-diy--history-of-architecture--t-why-roman-roads-lasted-millennia	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-architecture--t-zaha-hadid-s-impossible-curves	Zaha Hadid's Impossible Curves	A tiny lesson with a big payoff: Zaha Hadid's Impossible Curves.	http://localhost:5173/topic/home-diy--history-of-architecture--t-zaha-hadid-s-impossible-curves	Home & DIY	History of Architecture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-3d-printed-furniture-is-coming	3D-Printed Furniture Is Coming	A micro-lesson that makes 3D-Printed Furniture Is Coming usable.	http://localhost:5173/topic/home-diy--history-of-furniture--t-3d-printed-furniture-is-coming	Home & DIY	History of Furniture	free	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-art-nouveau-s-organic-furniture	Art Nouveau's Organic Furniture	A micro-lesson that makes Art Nouveau's Organic Furniture usable.	http://localhost:5173/topic/home-diy--history-of-furniture--t-art-nouveau-s-organic-furniture	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-barcelona-chair-fit-for-a-king	Barcelona Chair: Fit for a King	Learn Barcelona Chair: Fit for a King in one minute.	http://localhost:5173/topic/home-diy--history-of-furniture--t-barcelona-chair-fit-for-a-king	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-baroque-furniture-s-extreme-drama	Baroque Furniture's Extreme Drama	A tiny lesson with a big payoff: Baroque Furniture's Extreme Drama.	http://localhost:5173/topic/home-diy--history-of-furniture--t-baroque-furniture-s-extreme-drama	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-cast-iron-and-the-garden-chair	Cast Iron and the Garden Chair	A 60-second lesson on Cast Iron and the Garden Chair.	http://localhost:5173/topic/home-diy--history-of-furniture--t-cast-iron-and-the-garden-chair	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-chinese-furniture-and-the-art-of-joinery	Chinese Furniture and the Art of Joinery	A quick win: understand Chinese Furniture and the Art of Joinery.	http://localhost:5173/topic/home-diy--history-of-furniture--t-chinese-furniture-and-the-art-of-joinery	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-chippendale-s-style-empire	Chippendale's Style Empire	A micro-lesson that makes Chippendale's Style Empire usable.	http://localhost:5173/topic/home-diy--history-of-furniture--t-chippendale-s-style-empire	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-egyptian-furniture-was-surprisingly-modern	Egyptian Furniture Was Surprisingly Modern	A micro-lesson that makes Egyptian Furniture Was Surprisingly Modern usable.	http://localhost:5173/topic/home-diy--history-of-furniture--t-egyptian-furniture-was-surprisingly-modern	Home & DIY	History of Furniture	free	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-flat-pack-bamboo-could-replace-timber	Flat-Pack Bamboo Could Replace Timber	Learn Flat-Pack Bamboo Could Replace Timber in one minute.	http://localhost:5173/topic/home-diy--history-of-furniture--t-flat-pack-bamboo-could-replace-timber	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-how-ikea-changed-everything	How IKEA Changed Everything	A micro-lesson that makes How IKEA Changed Everything usable.	http://localhost:5173/topic/home-diy--history-of-furniture--t-how-ikea-changed-everything	Home & DIY	History of Furniture	free	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-le-corbusier-s-chaise-longue	Le Corbusier's Chaise Longue	One-minute skill: Le Corbusier's Chaise Longue.	http://localhost:5173/topic/home-diy--history-of-furniture--t-le-corbusier-s-chaise-longue	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-memory-foam-was-a-space-invention	Memory Foam Was a Space Invention	One-minute skill: Memory Foam Was a Space Invention.	http://localhost:5173/topic/home-diy--history-of-furniture--t-memory-foam-was-a-space-invention	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-mushroom-based-materials	Mushroom-Based Materials	A fast breakdown of Mushroom-Based Materials for builders.	http://localhost:5173/topic/home-diy--history-of-furniture--t-mushroom-based-materials	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-particleboard-furniture-s-guilty-secret	Particleboard: Furniture's Guilty Secret	A quick win: understand Particleboard: Furniture's Guilty Secret.	http://localhost:5173/topic/home-diy--history-of-furniture--t-particleboard-furniture-s-guilty-secret	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-plywood-s-quiet-domination	Plywood's Quiet Domination	A 1-minute de-risking session on Plywood's Quiet Domination.	http://localhost:5173/topic/home-diy--history-of-furniture--t-plywood-s-quiet-domination	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-robotic-furniture-transforms-small-spaces	Robotic Furniture Transforms Small Spaces	A quick win: understand Robotic Furniture Transforms Small Spaces.	http://localhost:5173/topic/home-diy--history-of-furniture--t-robotic-furniture-transforms-small-spaces	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
home-diy--history-of-furniture--t-roman-dining-couches	Roman Dining Couches	A short lesson to help you apply Roman Dining Couches.	http://localhost:5173/topic/home-diy--history-of-furniture--t-roman-dining-couches	Home & DIY	History of Furniture	pro	2026-01-01T00:00:01.000Z
